date,paper_id,paper_category,paper_number,presentation_start_utc,presentation_end_utc,start_time_utc,start_time_display,end_time_utc,end_time_display,timezone,title,url,data_link_type,calendar_url,authors_all,authors_presenting,authors_not_presenting,track_names,keywords_list,registration_categories_list,representative_image,session_id,session_start_utc,session_end_utc,session_event_type_id,session_event_type,session_room_id,session_type_display,session_title,session_start_time_display,session_end_time_display,session_timezone,session_room,authors_json,tracks_json,session_chairs,session_track_ids,session_tracks,session_keywords_list,session_registration_categories_list
2026-07-21,papers_737,Conference Paper,737,2026-07-21T16:30:00Z,2026-07-21T16:40:00Z,2026-07-21T16:30:00Z,9:30am,2026-07-21T16:40:00Z,9:40am,PDT,DiffSurFlow: Efficient and Robust Differentiable Fluid Optimization via Surrogate Strategy on Flow Map,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_737&sess=sess135,full-program_all.program.presentations.papers_737.presentation,https://s2026.conference-schedule.org/wp-content/plugins/linklings_wp_program/get_cal.php?id=sess135--papers_737,Yuhao Quan; Hui Wang; Weile Lian; Zhi Wang; Xubo Yang,Yuhao Quan,Hui Wang; Weile Lian; Zhi Wang; Xubo Yang,Animation; Artificial Intelligence/Machine Learning; Simulation; Full Conference Supporter; Full Conference,Animation Artificial Intelligence/Machine Learning Simulation,Full Conference Supporter Full Conference,Full%20Schedule%20-%20SIGGRAPH%202026%20Conference%20Schedule_files/ye1qtU9g7xD3ZX5D_gj9f.jpg,sess135,2026-07-21T16:00:00Z,2026-07-21T17:30:00Z,sstype132,Technical Papers,room103,Technical Paper,Technical Paper Fluid Reconstruction & Optimization,9:00am,10:30am,PDT,Room 408 A,"[{""name"": ""Yuhao Quan"", ""uid"": ""219904"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=219904"", ""presenting"": true}, {""name"": ""Hui Wang"", ""uid"": ""654243"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=654243"", ""presenting"": false}, {""name"": ""Weile Lian"", ""uid"": ""563014"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=563014"", ""presenting"": false}, {""name"": ""Zhi Wang"", ""uid"": ""729014"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=729014"", ""presenting"": false}, {""name"": ""Xubo Yang"", ""uid"": ""854243"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=854243"", ""presenting"": false}]","[{""id"": ""ptrack350"", ""name"": ""Animation""}, {""id"": ""ptrack573"", ""name"": ""Artificial Intelligence/Machine Learning""}, {""id"": ""ptrack593"", ""name"": ""Simulation""}, {""id"": ""ptrack570"", ""name"": ""Full Conference Supporter""}, {""id"": ""ptrack561"", ""name"": ""Full Conference""}]",Kui Wu,ptrack350; ptrack593; ptrack592; ptrack349; ptrack591; ptrack561; ptrack570; ptrack391; ptrack573,Animation; Simulation; Scientific Visualization; Research & Education; Real-Time; Full Conference; Full Conference Supporter; Rendering; Artificial Intelligence/Machine Learning,Animation Artificial Intelligence/Machine Learning Real-Time Rendering Scientific Visualization Simulation,Full Conference Supporter Full Conference
2026-07-21,papers_1724,Conference Paper,1724,2026-07-21T16:40:00Z,2026-07-21T16:50:00Z,2026-07-21T16:40:00Z,9:40am,2026-07-21T16:50:00Z,9:50am,PDT,Generic Variational Spacetime Optimization of Vortex Core Manifolds,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_1724&sess=sess135,full-program_all.program.presentations.papers_1724.presentation,https://s2026.conference-schedule.org/wp-content/plugins/linklings_wp_program/get_cal.php?id=sess135--papers_1724,Xingdi Zhang; Peter Rautek; Markus Hadwiger,Xingdi Zhang,Peter Rautek; Markus Hadwiger,Rendering; Scientific Visualization; Full Conference Supporter; Full Conference,Rendering Scientific Visualization,Full Conference Supporter Full Conference,Full%20Schedule%20-%20SIGGRAPH%202026%20Conference%20Schedule_files/eMXA3SobszXghVev_gj9f.jpg,sess135,2026-07-21T16:00:00Z,2026-07-21T17:30:00Z,sstype132,Technical Papers,room103,Technical Paper,Technical Paper Fluid Reconstruction & Optimization,9:00am,10:30am,PDT,Room 408 A,"[{""name"": ""Xingdi Zhang"", ""uid"": ""098693"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=098693"", ""presenting"": true}, {""name"": ""Peter Rautek"", ""uid"": ""541863"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=541863"", ""presenting"": false}, {""name"": ""Markus Hadwiger"", ""uid"": ""970053"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=970053"", ""presenting"": false}]","[{""id"": ""ptrack391"", ""name"": ""Rendering""}, {""id"": ""ptrack592"", ""name"": ""Scientific Visualization""}, {""id"": ""ptrack570"", ""name"": ""Full Conference Supporter""}, {""id"": ""ptrack561"", ""name"": ""Full Conference""}]",Kui Wu,ptrack350; ptrack593; ptrack592; ptrack349; ptrack591; ptrack561; ptrack570; ptrack391; ptrack573,Animation; Simulation; Scientific Visualization; Research & Education; Real-Time; Full Conference; Full Conference Supporter; Rendering; Artificial Intelligence/Machine Learning,Animation Artificial Intelligence/Machine Learning Real-Time Rendering Scientific Visualization Simulation,Full Conference Supporter Full Conference
2026-07-21,papers_416,Conference Paper,416,2026-07-21T16:40:00Z,2026-07-21T16:50:00Z,2026-07-21T16:40:00Z,9:40am,2026-07-21T16:50:00Z,9:50am,PDT,InfiniteDiffusion: Bridging Learned Fidelity and Procedural Utility for Open-World Terrain Generation,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_416&sess=sess106,full-program_all.program.presentations.papers_416.presentation,https://s2026.conference-schedule.org/wp-content/plugins/linklings_wp_program/get_cal.php?id=sess106--papers_416,Alexander Goslin,Alexander Goslin,,Artificial Intelligence/Machine Learning; Generative AI; Full Conference Supporter; Full Conference,Artificial Intelligence/Machine Learning Generative AI,Full Conference Supporter Full Conference,Full%20Schedule%20-%20SIGGRAPH%202026%20Conference%20Schedule_files/BZhhvspDfVTtGxis_gj9f.jpg,sess106,2026-07-21T16:00:00Z,2026-07-21T17:30:00Z,sstype132,Technical Papers,room101,Technical Paper,Technical Paper Layouts & Procedural,9:00am,10:30am,PDT,Room 403 A,"[{""name"": ""Alexander Goslin"", ""uid"": ""356904"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=356904"", ""presenting"": true}]","[{""id"": ""ptrack573"", ""name"": ""Artificial Intelligence/Machine Learning""}, {""id"": ""ptrack370"", ""name"": ""Generative AI""}, {""id"": ""ptrack570"", ""name"": ""Full Conference Supporter""}, {""id"": ""ptrack561"", ""name"": ""Full Conference""}]",I-Chao Shen,ptrack370; ptrack349; ptrack581; ptrack561; ptrack570; ptrack391; ptrack380; ptrack573,Generative AI; Research & Education; Geometry; Full Conference; Full Conference Supporter; Rendering; Modeling; Artificial Intelligence/Machine Learning,Artificial Intelligence/Machine Learning Generative AI Geometry Modeling Rendering,Full Conference Supporter Full Conference
2026-07-21,papers_466,Conference Paper,466,2026-07-21T16:40:00Z,2026-07-21T16:50:00Z,2026-07-21T16:40:00Z,9:40am,2026-07-21T16:50:00Z,9:50am,PDT,UCM: Unified Modeling of Camera Control and Memory with Time-aware Positional Encoding Warping for World Models,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_466&sess=sess150,full-program_all.program.presentations.papers_466.presentation,https://s2026.conference-schedule.org/wp-content/plugins/linklings_wp_program/get_cal.php?id=sess150--papers_466,Tian-Xing Xu; Zi-Xuan Wang; Guangyuan Wang; Li Hu; Zhongyi Zhang; Peng Zhang; Bang Zhang; Song-Hai Zhang,Tian-Xing Xu,Zi-Xuan Wang; Guangyuan Wang; Li Hu; Zhongyi Zhang; Peng Zhang; Bang Zhang; Song-Hai Zhang,Generative AI; Full Conference Supporter; Full Conference,Generative AI,Full Conference Supporter Full Conference,Full%20Schedule%20-%20SIGGRAPH%202026%20Conference%20Schedule_files/ExVxaWdJ53bpi6xD_gj9f.jpg,sess150,2026-07-21T16:00:00Z,2026-07-21T17:30:00Z,sstype132,Technical Papers,room104,Technical Paper,Technical Paper Video Gen & Camera Control,9:00am,10:30am,PDT,Room 408 B,"[{""name"": ""Tian-Xing Xu"", ""uid"": ""687073"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=687073"", ""presenting"": true}, {""name"": ""Zi-Xuan Wang"", ""uid"": ""376204"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=376204"", ""presenting"": false}, {""name"": ""Guangyuan Wang"", ""uid"": ""197904"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=197904"", ""presenting"": false}, {""name"": ""Li Hu"", ""uid"": ""078904"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=078904"", ""presenting"": false}, {""name"": ""Zhongyi Zhang"", ""uid"": ""108904"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=108904"", ""presenting"": false}, {""name"": ""Peng Zhang"", ""uid"": ""674183"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=674183"", ""presenting"": false}, {""name"": ""Bang Zhang"", ""uid"": ""126173"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=126173"", ""presenting"": false}, {""name"": ""Song-Hai Zhang"", ""uid"": ""587853"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=587853"", ""presenting"": false}]","[{""id"": ""ptrack370"", ""name"": ""Generative AI""}, {""id"": ""ptrack570"", ""name"": ""Full Conference Supporter""}, {""id"": ""ptrack561"", ""name"": ""Full Conference""}]",Felix Heide,ptrack561; ptrack370; ptrack570; ptrack349; ptrack573,Full Conference; Generative AI; Full Conference Supporter; Research & Education; Artificial Intelligence/Machine Learning,Artificial Intelligence/Machine Learning Generative AI,Full Conference Supporter Full Conference
2026-07-21,papers_668,Conference Paper,668,2026-07-21T16:40:00Z,2026-07-21T16:50:00Z,2026-07-21T16:40:00Z,9:40am,2026-07-21T16:50:00Z,9:50am,PDT,PixTex: Consistent 3D Texturing via Pixel-Space Multi-View Diffusion,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_668&sess=sess112,full-program_all.program.presentations.papers_668.presentation,https://s2026.conference-schedule.org/wp-content/plugins/linklings_wp_program/get_cal.php?id=sess112--papers_668,Yuqing Zhang; Yan-Pei Cao; Hao Xu; Yiqian Wu; Sirui Lin; Yuqing Wang; Ding Liang; Yuan-Chen Guo; Xiaogang Jin,Yuqing Zhang,Yan-Pei Cao; Hao Xu; Yiqian Wu; Sirui Lin; Yuqing Wang; Ding Liang; Yuan-Chen Guo; Xiaogang Jin,Artificial Intelligence/Machine Learning; Full Conference Supporter; Full Conference,Artificial Intelligence/Machine Learning,Full Conference Supporter Full Conference,Full%20Schedule%20-%20SIGGRAPH%202026%20Conference%20Schedule_files/GGtV9vVei9rZopBY_gj9f.jpg,sess112,2026-07-21T16:00:00Z,2026-07-21T17:30:00Z,sstype132,Technical Papers,room102,Technical Paper,Technical Paper Generative 3D (2),9:00am,10:30am,PDT,Room 403 B,"[{""name"": ""Yuqing Zhang"", ""uid"": ""606763"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=606763"", ""presenting"": true}, {""name"": ""Yan-Pei Cao"", ""uid"": ""061153"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=061153"", ""presenting"": false}, {""name"": ""Hao Xu"", ""uid"": ""901683"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=901683"", ""presenting"": false}, {""name"": ""Yiqian Wu"", ""uid"": ""592853"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=592853"", ""presenting"": false}, {""name"": ""Sirui Lin"", ""uid"": ""241793"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=241793"", ""presenting"": false}, {""name"": ""Yuqing Wang"", ""uid"": ""061014"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=061014"", ""presenting"": false}, {""name"": ""Ding Liang"", ""uid"": ""229193"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=229193"", ""presenting"": false}, {""name"": ""Yuan-Chen Guo"", ""uid"": ""183953"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=183953"", ""presenting"": false}, {""name"": ""Xiaogang Jin"", ""uid"": ""451243"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=451243"", ""presenting"": false}]","[{""id"": ""ptrack573"", ""name"": ""Artificial Intelligence/Machine Learning""}, {""id"": ""ptrack570"", ""name"": ""Full Conference Supporter""}, {""id"": ""ptrack561"", ""name"": ""Full Conference""}]",Qixing Huang,ptrack349; ptrack581; ptrack561; ptrack570; ptrack391; ptrack380; ptrack573; ptrack393,Research & Education; Geometry; Full Conference; Full Conference Supporter; Rendering; Modeling; Artificial Intelligence/Machine Learning; Robotics,Artificial Intelligence/Machine Learning Geometry Modeling Rendering Robotics,Full Conference Supporter Full Conference
2026-07-21,papers_234,Conference Paper,234,2026-07-21T16:50:00Z,2026-07-21T17:00:00Z,2026-07-21T16:50:00Z,9:50am,2026-07-21T17:00:00Z,10:00am,PDT,CameraSquad: Achieving Content Consistency in Parallel Multi-Trajectory Camera-Controlled Video Generation,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_234&sess=sess150,full-program_all.program.presentations.papers_234.presentation,https://s2026.conference-schedule.org/wp-content/plugins/linklings_wp_program/get_cal.php?id=sess150--papers_234,Zhufeng Xu; Xuan Gao; Bailin Deng; Yikang Ding; Xiaoqiang Liu; Haoxian Zhang; Pengfei Wan; Hongbo Fu; Lin Gao,Lin Gao,Zhufeng Xu; Xuan Gao; Bailin Deng; Yikang Ding; Xiaoqiang Liu; Haoxian Zhang; Pengfei Wan; Hongbo Fu,Artificial Intelligence/Machine Learning; Generative AI; Full Conference Supporter; Full Conference,Artificial Intelligence/Machine Learning Generative AI,Full Conference Supporter Full Conference,Full%20Schedule%20-%20SIGGRAPH%202026%20Conference%20Schedule_files/eqZnSG2FD4Pct47Z_gj9f.jpg,sess150,2026-07-21T16:00:00Z,2026-07-21T17:30:00Z,sstype132,Technical Papers,room104,Technical Paper,Technical Paper Video Gen & Camera Control,9:00am,10:30am,PDT,Room 408 B,"[{""name"": ""Zhufeng Xu"", ""uid"": ""103793"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=103793"", ""presenting"": false}, {""name"": ""Xuan Gao"", ""uid"": ""923093"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=923093"", ""presenting"": false}, {""name"": ""Bailin Deng"", ""uid"": ""738143"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=738143"", ""presenting"": false}, {""name"": ""Yikang Ding"", ""uid"": ""309014"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=309014"", ""presenting"": false}, {""name"": ""Xiaoqiang Liu"", ""uid"": ""883293"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=883293"", ""presenting"": false}, {""name"": ""Haoxian Zhang"", ""uid"": ""783293"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=783293"", ""presenting"": false}, {""name"": ""Pengfei Wan"", ""uid"": ""498183"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=498183"", ""presenting"": false}, {""name"": ""Hongbo Fu"", ""uid"": ""008243"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=008243"", ""presenting"": false}, {""name"": ""Lin Gao"", ""uid"": ""498143"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=498143"", ""presenting"": true}]","[{""id"": ""ptrack573"", ""name"": ""Artificial Intelligence/Machine Learning""}, {""id"": ""ptrack370"", ""name"": ""Generative AI""}, {""id"": ""ptrack570"", ""name"": ""Full Conference Supporter""}, {""id"": ""ptrack561"", ""name"": ""Full Conference""}]",Felix Heide,ptrack561; ptrack370; ptrack570; ptrack349; ptrack573,Full Conference; Generative AI; Full Conference Supporter; Research & Education; Artificial Intelligence/Machine Learning,Artificial Intelligence/Machine Learning Generative AI,Full Conference Supporter Full Conference
2026-07-21,papers_500,Conference Paper,500,2026-07-21T16:50:00Z,2026-07-21T17:00:00Z,2026-07-21T16:50:00Z,9:50am,2026-07-21T17:00:00Z,10:00am,PDT,RCGP: Resource Contracts for Graphics Programming,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_500&sess=sess106,full-program_all.program.presentations.papers_500.presentation,https://s2026.conference-schedule.org/wp-content/plugins/linklings_wp_program/get_cal.php?id=sess106--papers_500,Venkataram Sivaram; Sai Praveen Bangaru; Ravi Ramamoorthi; Tzu-Mao Li; Jonathan Ragan-Kelley; Fredo Durand,Venkataram Sivaram,Sai Praveen Bangaru; Ravi Ramamoorthi; Tzu-Mao Li; Jonathan Ragan-Kelley; Fredo Durand,Rendering; Full Conference Supporter; Full Conference,Rendering,Full Conference Supporter Full Conference,Full%20Schedule%20-%20SIGGRAPH%202026%20Conference%20Schedule_files/ZrcMJ2Sm22wtZP1h_gj9f.jpg,sess106,2026-07-21T16:00:00Z,2026-07-21T17:30:00Z,sstype132,Technical Papers,room101,Technical Paper,Technical Paper Layouts & Procedural,9:00am,10:30am,PDT,Room 403 A,"[{""name"": ""Venkataram Sivaram"", ""uid"": ""897904"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=897904"", ""presenting"": true}, {""name"": ""Sai Praveen Bangaru"", ""uid"": ""988163"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=988163"", ""presenting"": false}, {""name"": ""Ravi Ramamoorthi"", ""uid"": ""312143"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=312143"", ""presenting"": false}, {""name"": ""Tzu-Mao Li"", ""uid"": ""680343"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=680343"", ""presenting"": false}, {""name"": ""Jonathan Ragan-Kelley"", ""uid"": ""662143"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=662143"", ""presenting"": false}, {""name"": ""Fredo Durand"", ""uid"": ""420343"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=420343"", ""presenting"": false}]","[{""id"": ""ptrack391"", ""name"": ""Rendering""}, {""id"": ""ptrack570"", ""name"": ""Full Conference Supporter""}, {""id"": ""ptrack561"", ""name"": ""Full Conference""}]",I-Chao Shen,ptrack370; ptrack349; ptrack581; ptrack561; ptrack570; ptrack391; ptrack380; ptrack573,Generative AI; Research & Education; Geometry; Full Conference; Full Conference Supporter; Rendering; Modeling; Artificial Intelligence/Machine Learning,Artificial Intelligence/Machine Learning Generative AI Geometry Modeling Rendering,Full Conference Supporter Full Conference
2026-07-21,papers_758,Conference Paper,758,2026-07-21T16:50:00Z,2026-07-21T17:00:00Z,2026-07-21T16:50:00Z,9:50am,2026-07-21T17:00:00Z,10:00am,PDT,Generative 3D Gaussians with Learned Density Control,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_758&sess=sess112,full-program_all.program.presentations.papers_758.presentation,https://s2026.conference-schedule.org/wp-content/plugins/linklings_wp_program/get_cal.php?id=sess112--papers_758,Runjie Yan; Yan-Pei Cao; Peng Wang; Ding Liang; Yuan-Chen Guo,Runjie Yan,Yan-Pei Cao; Peng Wang; Ding Liang; Yuan-Chen Guo,Artificial Intelligence/Machine Learning; Modeling; Full Conference Supporter; Full Conference,Artificial Intelligence/Machine Learning Modeling,Full Conference Supporter Full Conference,Full%20Schedule%20-%20SIGGRAPH%202026%20Conference%20Schedule_files/eJgUonfQnTzFa16V_gj9f.jpg,sess112,2026-07-21T16:00:00Z,2026-07-21T17:30:00Z,sstype132,Technical Papers,room102,Technical Paper,Technical Paper Generative 3D (2),9:00am,10:30am,PDT,Room 403 B,"[{""name"": ""Runjie Yan"", ""uid"": ""033014"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=033014"", ""presenting"": true}, {""name"": ""Yan-Pei Cao"", ""uid"": ""061153"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=061153"", ""presenting"": false}, {""name"": ""Peng Wang"", ""uid"": ""441953"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=441953"", ""presenting"": false}, {""name"": ""Ding Liang"", ""uid"": ""229193"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=229193"", ""presenting"": false}, {""name"": ""Yuan-Chen Guo"", ""uid"": ""183953"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=183953"", ""presenting"": false}]","[{""id"": ""ptrack573"", ""name"": ""Artificial Intelligence/Machine Learning""}, {""id"": ""ptrack380"", ""name"": ""Modeling""}, {""id"": ""ptrack570"", ""name"": ""Full Conference Supporter""}, {""id"": ""ptrack561"", ""name"": ""Full Conference""}]",Qixing Huang,ptrack349; ptrack581; ptrack561; ptrack570; ptrack391; ptrack380; ptrack573; ptrack393,Research & Education; Geometry; Full Conference; Full Conference Supporter; Rendering; Modeling; Artificial Intelligence/Machine Learning; Robotics,Artificial Intelligence/Machine Learning Geometry Modeling Rendering Robotics,Full Conference Supporter Full Conference
2026-07-21,papers_1023,Conference Paper,1023,2026-07-21T17:45:00Z,2026-07-21T17:55:00Z,2026-07-21T17:45:00Z,10:45am,2026-07-21T17:55:00Z,10:55am,PDT,Controllable Texture Tiling via Diffusion Transformers with Transformed Rotary Embeddings,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_1023&sess=sess130,full-program_all.program.presentations.papers_1023.presentation,https://s2026.conference-schedule.org/wp-content/plugins/linklings_wp_program/get_cal.php?id=sess130--papers_1023,Junrong Huang; Zhiyuan Zhang; Rui Tang; Hongbo Fu; Jing Liao,Junrong Huang,Zhiyuan Zhang; Rui Tang; Hongbo Fu; Jing Liao,Full Conference Supporter; Full Conference,,Full Conference Supporter Full Conference,Full%20Schedule%20-%20SIGGRAPH%202026%20Conference%20Schedule_files/quQCRPEQsojZaTAG_gj9f.jpg,sess130,2026-07-21T17:45:00Z,2026-07-21T19:15:00Z,sstype132,Technical Papers,room103,Technical Paper,Technical Paper Materials & Textures,10:45am,12:15pm,PDT,Room 408 A,"[{""name"": ""Junrong Huang"", ""uid"": ""370293"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=370293"", ""presenting"": true}, {""name"": ""Zhiyuan Zhang"", ""uid"": ""511283"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=511283"", ""presenting"": false}, {""name"": ""Rui Tang"", ""uid"": ""977453"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=977453"", ""presenting"": false}, {""name"": ""Hongbo Fu"", ""uid"": ""008243"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=008243"", ""presenting"": false}, {""name"": ""Jing Liao"", ""uid"": ""625553"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=625553"", ""presenting"": false}]","[{""id"": ""ptrack570"", ""name"": ""Full Conference Supporter""}, {""id"": ""ptrack561"", ""name"": ""Full Conference""}]",Jeppe Revall Frisvad,ptrack380; ptrack561; ptrack570; ptrack391; ptrack591; ptrack349; ptrack573,Modeling; Full Conference; Full Conference Supporter; Rendering; Real-Time; Research & Education; Artificial Intelligence/Machine Learning,Artificial Intelligence/Machine Learning Modeling Real-Time Rendering,Full Conference Supporter Full Conference
2026-07-21,papers_1152,Conference Paper,1152,2026-07-21T17:45:00Z,2026-07-21T17:55:00Z,2026-07-21T17:45:00Z,10:45am,2026-07-21T17:55:00Z,10:55am,PDT,MTPano: Multi-Task Panoramic Scene Understanding via Label-Free Integration of Dense Prediction Priors,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_1152&sess=sess144,full-program_all.program.presentations.papers_1152.presentation,https://s2026.conference-schedule.org/wp-content/plugins/linklings_wp_program/get_cal.php?id=sess144--papers_1152,Jingdong Zhang; Xiaohang Zhan; Lingzhi Zhang; Yizhou Wang; Zhengming Yu; Jionghao Wang; Wenping Wang; Xin Li,Jingdong Zhang,Xiaohang Zhan; Lingzhi Zhang; Yizhou Wang; Zhengming Yu; Jionghao Wang; Wenping Wang; Xin Li,Artificial Intelligence/Machine Learning; Full Conference Supporter; Full Conference,Artificial Intelligence/Machine Learning,Full Conference Supporter Full Conference,Full%20Schedule%20-%20SIGGRAPH%202026%20Conference%20Schedule_files/ptd9riJ8MEo6beLr_gj9f.jpg,sess144,2026-07-21T17:45:00Z,2026-07-21T19:15:00Z,sstype132,Technical Papers,room104,Technical Paper,Technical Paper Dynamic Scenes,10:45am,12:15pm,PDT,Room 408 B,"[{""name"": ""Jingdong Zhang"", ""uid"": ""401893"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=401893"", ""presenting"": true}, {""name"": ""Xiaohang Zhan"", ""uid"": ""848183"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=848183"", ""presenting"": false}, {""name"": ""Lingzhi Zhang"", ""uid"": ""298404"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=298404"", ""presenting"": false}, {""name"": ""Yizhou Wang"", ""uid"": ""271114"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=271114"", ""presenting"": false}, {""name"": ""Zhengming Yu"", ""uid"": ""259093"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=259093"", ""presenting"": false}, {""name"": ""Jionghao Wang"", ""uid"": ""650793"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=650793"", ""presenting"": false}, {""name"": ""Wenping Wang"", ""uid"": ""937243"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=937243"", ""presenting"": false}, {""name"": ""Xin Li"", ""uid"": ""920873"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=920873"", ""presenting"": false}]","[{""id"": ""ptrack573"", ""name"": ""Artificial Intelligence/Machine Learning""}, {""id"": ""ptrack570"", ""name"": ""Full Conference Supporter""}, {""id"": ""ptrack561"", ""name"": ""Full Conference""}]",Yi Zhou,ptrack595; ptrack349; ptrack581; ptrack561; ptrack570; ptrack391; ptrack380; ptrack573,Virtual Reality; Research & Education; Geometry; Full Conference; Full Conference Supporter; Rendering; Modeling; Artificial Intelligence/Machine Learning,Artificial Intelligence/Machine Learning Geometry Modeling Rendering Virtual Reality,Full Conference Supporter Full Conference
